Assemblies	r10_2bins_1_MP	r10_2bins_1_MP_helen	r10_2bins_1_r1_medaka	r10_2bins_1_r2_medaka	r10_2bins_1_racon_r1	r10_2bins_1_racon_r2	r10_2bins_1_raw	r10_2bins_2_MP	r10_2bins_2_MP_helen	r10_2bins_2_r1_medaka	r10_2bins_2_r2_medaka	r10_2bins_2_racon_r1	r10_2bins_2_racon_r2	r10_2bins_2_raw	r10_2bins_3_MP	r10_2bins_3_MP_helen	r10_2bins_3_r1_medaka	r10_2bins_3_r2_medaka	r10_2bins_3_racon_r1	r10_2bins_3_racon_r2	r10_2bins_3_raw
bs_ill	11.24	11.24	10.26	10.51	21.68	20.12	104.50	10.94	11.04	10.44	10.66	22.81	19.75	104.70	10.94	11.01	10.66	10.39	22.40	20.32	104.63
ec_ill	21.02	18.75	15.29	14.97	37.70	34.73	230.16	20.63	18.11	15.46	14.97	38.08	34.28	234.49	21.28	18.54	14.99	15.12	38.30	35.56	234.16
ef_ill	15.54	15.72	14.19	14.72	20.65	20.97	125.93	15.51	15.72	14.16	14.30	21.86	20.22	126.53	15.51	15.75	14.30	13.70	21.61	20.01	126.53
lf_ill	11.58	11.09	14.52	10.53	56.01	53.79	349.80	12.08	13.91	12.64	12.92	59.50	52.09	348.44	12.30	12.59	12.25	12.20	59.05	54.36	348.40
lm_ill	21.98	22.42	22.11	21.67	31.01	29.69	116.22	21.30	21.71	22.18	21.67	30.70	28.74	116.80	21.30	21.71	22.15	21.61	30.74	28.44	116.80
pa_ill	5.46	5.09	3.66	3.63	14.57	13.39	96.71	5.37	5.03	3.53	3.53	14.86	13.47	97.06	5.37	5.03	3.54	3.63	14.88	13.54	97.24
sa_ill	111.67	41.65	76.62	77.15	109.61	109.91	164.87	112.52	41.95	77.00	77.56	111.67	111.25	166.01	112.26	41.58	76.85	77.22	112.34	110.13	165.91
se_ill	21.79	16.58	11.40	11.27	36.51	34.29	221.49	22.02	15.83	11.40	11.59	36.88	34.10	221.85	21.64	16.20	11.52	11.40	37.03	34.59	224.74
