Assemblies	r10_1bin_v4_1_MP	r10_1bin_v4_1_MP_helen	r10_1bin_v4_1_r1_medaka	r10_1bin_v4_1_r2_medaka	r10_1bin_v4_1_racon_r1	r10_1bin_v4_1_racon_r2	r10_1bin_v4_1_raw	r10_1bin_v4_2_MP	r10_1bin_v4_2_MP_helen	r10_1bin_v4_2_r1_medaka	r10_1bin_v4_2_r2_medaka	r10_1bin_v4_2_racon_r1	r10_1bin_v4_2_racon_r2	r10_1bin_v4_2_raw	r10_1bin_v4_3_MP	r10_1bin_v4_3_MP_helen	r10_1bin_v4_3_r1_medaka	r10_1bin_v4_3_r2_medaka	r10_1bin_v4_3_racon_r1	r10_1bin_v4_3_racon_r2	r10_1bin_v4_3_raw
bs_ill	97.95	96.19	97.55	97.62	99.08	99.08	83.83	98.30	95.82	97.32	98.10	100.38	99.40	85.11	98.48	96.49	98.15	96.02	99.43	98.53	87.42
ec_ill	443.32	439.21	445.48	441.57	444.77	450.96	486.97	442.59	440.26	448.37	446.88	451.78	454.05	497.89	444.05	439.53	443.71	445.87	435.24	456.54	481.85
ef_ill	249.57	247.58	250.42	248.79	229.77	244.46	148.32	248.15	249.54	251.77	250.10	234.78	242.58	148.78	248.40	251.38	248.93	244.71	236.05	245.21	152.97
lf_ill	268.97	268.27	299.32	290.25	266.52	269.88	365.99	269.97	268.76	296.98	294.00	270.90	273.55	361.64	271.26	268.42	304.79	282.17	271.42	270.24	373.05
lm_ill	229.90	233.93	222.56	227.50	229.02	234.30	143.95	230.75	235.24	227.20	227.94	227.94	234.06	142.43	230.81	236.63	226.82	226.11	226.96	227.77	148.95
pa_ill	58.79	55.90	57.14	57.20	59.17	58.59	64.59	58.88	56.21	56.62	56.32	59.13	58.73	64.69	58.76	56.18	57.14	56.59	58.64	58.91	65.28
sa_ill	286.93	254.02	291.30	290.78	272.89	301.17	252.08	286.00	254.40	288.87	287.01	285.36	286.22	254.29	286.88	257.36	291.70	290.50	287.03	292.89	249.10
se_ill	415.25	412.37	416.26	417.11	417.80	413.57	460.08	411.55	408.81	415.71	417.22	422.04	418.12	467.04	412.64	409.84	416.52	417.80	410.99	418.67	463.79
