Assemblies	r10_8bins_1_MP	r10_8bins_1_MP_helen	r10_8bins_1_r1_medaka	r10_8bins_1_r2_medaka	r10_8bins_1_racon_r1	r10_8bins_1_racon_r2	r10_8bins_1_raw	r10_8bins_2_MP	r10_8bins_2_MP_helen	r10_8bins_2_r1_medaka	r10_8bins_2_r2_medaka	r10_8bins_2_racon_r1	r10_8bins_2_racon_r2	r10_8bins_2_raw	r10_8bins_3_MP	r10_8bins_3_MP_helen	r10_8bins_3_r1_medaka	r10_8bins_3_r2_medaka	r10_8bins_3_racon_r1	r10_8bins_3_racon_r2	r10_8bins_3_raw
bs_ill	4097269	4095975	4097268	4096298	4097800	4096344	4057979	4097225	4095697	4095851	4095970	4095959	4096601	4060859	4097620	4094282	4095476	4096663	4094637	4097896	4058962
ec_ill	5028944	5030053	5030449	5030158	5029878	5029746	4954414	5031162	5029786	5033437	5033154	5033049	5031223	4942673	5025688	5026076	5029498	5029291	5025531	5029949	4948104
ef_ill	2971422	2973039	2972719	2973174	2969302	2970609	2906233	2971134	2973718	2971468	2972030	2969179	2969121	2909414	2971745	2972537	2973114	2971396	2967280	2969289	2905394
lf_ill	1985939	1987024	1980994	1972765	1976871	1968214	1943991	1986126	1983173	1981709	1972702	1976523	1971181	1951560	1988234	1982248	1985090	1972955	1974626	1971413	1945734
lm_ill	3117465	3119866	3119283	3118643	3118576	3119068	3055925	3117597	3119779	3118888	3119129	3118223	3119357	3060321	3117424	3119211	3119219	3118405	3117662	3118031	3054593
pa_ill	6816496	6816006	6816351	6816696	6816143	6816397	6770274	6815681	6815111	6815834	6815508	6814580	6814590	6769510	6815454	6814624	6815367	6815374	6814813	6814965	6771026
sa_ill	2796602	2794907	2796099	2795973	2792836	2796941	2738106	2797815	2796036	2796826	2797747	2794242	2798361	2740114	2796643	2794884	2796555	2796429	2794386	2796952	2735856
se_ill	5034318	5033925	5034760	5034774	5036342	5034984	4957791	5034962	5034232	5034796	5034905	5032487	5035576	4951293	5033450	5033191	5032182	5029157	5036402	5033812	4957557
