Assemblies	r10_8bins_1_MP	r10_8bins_1_MP_helen	r10_8bins_1_r1_medaka	r10_8bins_1_r2_medaka	r10_8bins_1_racon_r1	r10_8bins_1_racon_r2	r10_8bins_1_raw	r10_8bins_2_MP	r10_8bins_2_MP_helen	r10_8bins_2_r1_medaka	r10_8bins_2_r2_medaka	r10_8bins_2_racon_r1	r10_8bins_2_racon_r2	r10_8bins_2_raw	r10_8bins_3_MP	r10_8bins_3_MP_helen	r10_8bins_3_r1_medaka	r10_8bins_3_r2_medaka	r10_8bins_3_racon_r1	r10_8bins_3_racon_r2	r10_8bins_3_raw
bs_ill	11.16	11.09	10.61	10.69	21.53	19.62	104.80	11.37	11.21	10.39	10.59	21.65	19.64	102.88	11.19	11.14	10.66	10.56	21.43	19.95	104.95
ec_ill	20.72	17.88	15.08	14.69	35.65	33.19	231.87	20.78	18.11	15.16	15.01	35.60	33.12	236.85	20.44	16.76	15.87	15.78	37.31	33.46	234.75
ef_ill	15.82	15.54	14.41	14.16	22.46	21.71	127.87	15.61	15.72	14.05	14.12	22.89	22.07	125.32	15.58	15.86	14.44	13.87	21.11	21.18	126.71
lf_ill	11.36	15.36	14.25	14.03	57.45	53.02	345.30	11.75	10.76	16.85	12.91	52.95	51.57	351.95	11.64	14.93	18.91	10.75	56.68	53.52	349.90
lm_ill	22.05	22.28	21.64	21.64	29.76	29.38	116.49	22.15	22.42	22.32	21.61	30.77	29.79	116.12	22.08	22.28	21.78	22.15	31.41	30.53	113.56
pa_ill	5.70	3.78	3.63	3.69	13.24	12.29	97.40	5.43	5.04	3.63	3.63	13.35	12.38	97.15	5.67	5.16	3.72	3.63	13.87	12.35	96.83
sa_ill	110.62	40.72	75.69	75.54	108.08	109.65	165.84	111.74	42.59	75.39	75.91	110.32	110.02	159.30	110.46	41.43	75.91	74.52	108.26	108.41	158.06
se_ill	21.11	15.24	11.50	11.44	35.00	33.76	220.19	21.34	15.71	11.52	11.50	35.49	33.67	225.09	21.83	15.47	11.35	11.35	35.81	32.97	224.56
