Assemblies	r10_1bin_1_MP	r10_1bin_1_MP_helen	r10_1bin_1_r1_medaka	r10_1bin_1_r2_medaka	r10_1bin_1_racon_r1	r10_1bin_1_racon_r2	r10_1bin_1_raw	r10_1bin_2_MP	r10_1bin_2_MP_helen	r10_1bin_2_r1_medaka	r10_1bin_2_r2_medaka	r10_1bin_2_racon_r1	r10_1bin_2_racon_r2	r10_1bin_2_raw	r10_1bin_3_MP	r10_1bin_3_MP_helen	r10_1bin_3_r1_medaka	r10_1bin_3_r2_medaka	r10_1bin_3_racon_r1	r10_1bin_3_racon_r2	r10_1bin_3_raw
bs_ill	97.87	95.36	96.09	96.22	97.02	98.60	83.05	98.40	96.07	97.70	97.55	98.65	99.30	87.47	97.12	93.73	98.85	95.74	99.55	99.10	85.46
ec_ill	442.70	439.45	443.16	442.28	445.54	455.37	484.61	443.08	439.64	442.31	441.27	440.28	453.82	481.34	440.05	435.92	442.49	441.12	448.56	450.78	491.63
ef_ill	248.76	255.78	252.30	250.21	231.69	239.35	155.51	249.18	253.44	247.09	247.51	229.24	242.83	153.32	249.29	252.59	253.12	250.95	232.19	243.36	148.85
lf_ill	267.38	266.45	299.34	286.46	274.38	272.08	350.56	267.03	266.98	294.37	285.67	268.11	269.46	361.70	268.64	268.21	305.58	285.14	272.17	267.33	352.78
lm_ill	228.45	234.37	233.59	232.61	225.91	235.68	142.09	230.07	236.73	232.44	234.57	223.88	231.76	146.76	228.38	233.18	235.89	234.77	224.83	234.16	143.88
pa_ill	58.94	56.18	56.63	56.15	58.98	59.23	64.03	58.44	56.20	56.53	55.93	58.01	58.03	65.32	58.25	56.11	56.54	56.58	58.47	58.92	65.22
sa_ill	287.74	257.29	286.80	289.57	290.69	298.09	251.80	286.65	252.21	292.71	292.33	287.03	304.32	247.09	288.26	257.25	287.29	288.67	289.31	291.81	255.33
se_ill	411.75	409.10	409.69	408.09	409.15	417.50	460.80	412.30	409.53	409.71	409.11	413.93	418.39	463.96	412.19	409.34	408.92	408.88	417.09	416.43	466.59
