Assemblies	r10_1bin_1_MP	r10_1bin_1_MP_helen	r10_1bin_1_r1_medaka	r10_1bin_1_r2_medaka	r10_1bin_1_racon_r1	r10_1bin_1_racon_r2	r10_1bin_1_raw	r10_1bin_2_MP	r10_1bin_2_MP_helen	r10_1bin_2_r1_medaka	r10_1bin_2_r2_medaka	r10_1bin_2_racon_r1	r10_1bin_2_racon_r2	r10_1bin_2_raw	r10_1bin_3_MP	r10_1bin_3_MP_helen	r10_1bin_3_r1_medaka	r10_1bin_3_r2_medaka	r10_1bin_3_racon_r1	r10_1bin_3_racon_r2	r10_1bin_3_raw
bs_ill	329474	329468	329466	329464	329426	329440	329353	329474	329470	329466	329466	329447	329449	329354	329474	329468	329466	329465	329437	329443	329354
ec_ill	1103278	1103268	1105649	1105646	1103075	1105456	586349	1103277	1103269	1103273	1105643	1103085	1103096	1104907	1103280	1103275	1105646	1105646	1103087	1103077	586350
ef_ill	2560115	2560015	2560118	2560122	2559977	2560026	2555531	2390859	2390838	2390855	2390858	2390735	2390788	2387737	2390859	2390842	2390857	2390855	2390748	2390779	2387793
lf_ill	89791	88351	89897	89503	89759	88942	69730	89791	88582	79489	83605	69716	83544	69730	89790	87200	79490	69610	79431	69513	69730
lm_ill	1569037	1569031	1569034	1569033	1568941	1568965	1568344	1569038	1569031	1569032	1569032	1568963	1568984	1568349	1569037	1569033	1569033	1569033	1568979	1569002	1568363
pa_ill	1274461	1643838	1643849	1643849	1643649	1643667	1471418	1274471	1274461	1274469	1274469	1274310	1274344	1471391	1274471	1274461	1274469	1274469	1274310	1274344	1471391
sa_ill	480550	480253	480493	480514	480637	480649	480377	480526	480259	480492	480509	480707	480718	480392	480550	480258	480504	480492	480649	480632	480377
se_ill	745392	745356	745368	745370	745273	745278	744987	745392	745353	745371	745370	745265	745286	744998	745398	745356	745370	745371	745280	745283	744899
