Assemblies	r10_1bin_1_MP	r10_1bin_1_MP_helen	r10_1bin_1_r1_medaka	r10_1bin_1_r2_medaka	r10_1bin_1_racon_r1	r10_1bin_1_racon_r2	r10_1bin_1_raw	r10_1bin_2_MP	r10_1bin_2_MP_helen	r10_1bin_2_r1_medaka	r10_1bin_2_r2_medaka	r10_1bin_2_racon_r1	r10_1bin_2_racon_r2	r10_1bin_2_raw	r10_1bin_3_MP	r10_1bin_3_MP_helen	r10_1bin_3_r1_medaka	r10_1bin_3_r2_medaka	r10_1bin_3_racon_r1	r10_1bin_3_racon_r2	r10_1bin_3_raw
bs_ill	99.999	99.999	99.999	99.999	99.999	99.999	99.993	99.999	99.999	99.999	99.999	99.999	99.999	99.993	99.999	99.999	99.999	99.999	99.999	99.999	99.993
ec_ill	97.703	97.703	97.701	97.701	97.703	97.701	97.665	97.703	97.703	97.703	97.701	97.703	97.703	97.663	97.703	97.703	97.701	97.701	97.703	97.703	97.664
ef_ill	99.954	99.954	99.954	99.954	99.954	99.954	99.930	99.954	99.954	99.954	99.954	99.954	99.954	99.948	99.954	99.954	99.954	99.954	99.954	99.954	99.949
lf_ill	99.936	99.870	99.927	99.931	99.912	99.901	99.862	99.943	99.879	99.863	99.919	99.849	99.906	99.881	99.943	99.794	99.879	99.890	99.869	99.873	99.863
lm_ill	99.984	99.984	99.984	99.984	99.984	99.984	99.981	99.984	99.984	99.984	99.984	99.984	99.984	99.981	99.984	99.984	99.984	99.984	99.984	99.984	99.981
pa_ill	99.893	99.893	99.893	99.893	99.893	99.893	99.878	99.894	99.894	99.894	99.894	99.894	99.894	99.864	99.894	99.894	99.894	99.894	99.894	99.894	99.864
sa_ill	99.537	99.537	99.537	99.537	99.537	99.537	99.535	99.537	99.537	99.537	99.537	99.537	99.537	99.538	99.537	99.537	99.537	99.537	99.537	99.537	99.542
se_ill	98.918	98.919	98.920	98.920	98.920	98.920	98.896	98.918	98.918	98.920	98.920	98.920	98.920	98.896	98.918	98.918	98.920	98.920	98.920	98.920	98.894
