Assemblies	r10_1bin_1_MP	r10_1bin_1_MP_helen	r10_1bin_1_r1_medaka	r10_1bin_1_r2_medaka	r10_1bin_1_racon_r1	r10_1bin_1_racon_r2	r10_1bin_1_raw	r10_1bin_2_MP	r10_1bin_2_MP_helen	r10_1bin_2_r1_medaka	r10_1bin_2_r2_medaka	r10_1bin_2_racon_r1	r10_1bin_2_racon_r2	r10_1bin_2_raw	r10_1bin_3_MP	r10_1bin_3_MP_helen	r10_1bin_3_r1_medaka	r10_1bin_3_r2_medaka	r10_1bin_3_racon_r1	r10_1bin_3_racon_r2	r10_1bin_3_raw
bs_ill	24074494	24070200	24072211	24064284	24060998	24055678	24060917	24074257	24070195	24072707	24061315	24060258	24055824	24061249	24075009	24068751	24072195	24065063	24060094	24056380	19305589
ec_ill	24074494	24070200	24072211	24064284	24060998	24055678	28130662	24074257	24070195	24072707	24061315	24060258	24055824	30848967	24075009	24068751	24072195	24065063	24060094	24056380	28130442
ef_ill	24074494	24070200	24072211	24064284	24060998	24055678	24060917	24074257	24070195	24072707	24061315	24060258	24055824	24061249	24075009	24068751	24072195	24065063	24060094	24056380	24061591
lf_ill	24074494	24070200	24072211	24064284	24060998	24055678	24060917	24074257	24070195	24072707	24061315	24060258	24055824	24061249	24075009	24068751	24072195	24065063	24060094	24056380	24061591
lm_ill	24074494	24070200	24072211	24064284	24060998	24055678	30849498	24074257	24070195	24072707	24061315	24060258	24055824	30848967	24075009	24068751	24072195	24065063	24060094	24056380	30849309
pa_ill	30866736	30862385	30864454	30856532	30852547	30847337	28006130	30866510	30862392	30864952	30853556	30851814	30847462	30848967	30867262	30860948	30864440	30857304	30851650	30848018	30849309
sa_ill	24074494	24070200	24072211	24064284	24060998	24055678	24060917	24074257	24070195	24072707	24061315	24060258	24055824	24061249	24075009	24068751	24072195	24065063	24060094	24056380	24061591
se_ill	24074494	24070200	24072211	24064284	24060998	24055678	28130662	24074257	24070195	24072707	24061315	24060258	24055824	30848967	24075009	24068751	24072195	24065063	24060094	24056380	28130442
