Assemblies	MP_helen_r10_bins_1	MP_helen_r10_bins_2	MP_helen_r10_bins_3	MP_r10_bins_1	MP_r10_bins_2	MP_r10_bins_3	r1_medaka_r10_bins_1	r1_medaka_r10_bins_2	r1_medaka_r10_bins_3	r2_medaka_r10_bins_1	r2_medaka_r10_bins_2	r2_medaka_r10_bins_3	racon_r1_r10_bins_1	racon_r1_r10_bins_2	racon_r1_r10_bins_3	racon_r2_r10_bins_1	racon_r2_r10_bins_2	racon_r2_r10_bins_3	raw_r10_bins_1	raw_r10_bins_2	raw_r10_bins_3
bs_ill	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.993	99.996	99.996
ec_ill	97.703	97.703	97.701	97.703	97.703	97.703	97.703	97.703	97.701	97.701	97.703	97.701	97.703	97.703	97.703	97.703	97.703	97.703	97.663	97.663	97.663
ef_ill	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.954	99.931	99.948	99.948
lf_ill	99.858	99.943	99.933	99.943	99.936	99.936	99.878	99.934	99.874	99.910	99.928	99.925	99.870	99.908	99.862	99.891	99.890	99.894	99.861	99.877	99.861
lm_ill	99.984	99.986	99.984	99.984	99.986	99.984	99.984	99.986	99.984	99.984	99.986	99.984	99.984	99.986	99.984	99.984	99.986	99.984	99.983	99.977	99.975
pa_ill	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.894	99.863	99.864	99.875
sa_ill	99.546	99.540	99.544	99.546	99.540	99.544	99.546	99.540	99.544	99.546	99.540	99.544	99.546	99.540	99.544	99.546	99.540	99.544	99.538	99.534	99.542
se_ill	98.920	98.919	98.918	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.920	98.889	98.896	98.886
