Assemblies	MP_helen_r10_bins_1	MP_helen_r10_bins_2	MP_helen_r10_bins_3	MP_r10_bins_1	MP_r10_bins_2	MP_r10_bins_3	r1_medaka_r10_bins_1	r1_medaka_r10_bins_2	r1_medaka_r10_bins_3	r2_medaka_r10_bins_1	r2_medaka_r10_bins_2	r2_medaka_r10_bins_3	racon_r1_r10_bins_1	racon_r1_r10_bins_2	racon_r1_r10_bins_3	racon_r2_r10_bins_1	racon_r2_r10_bins_2	racon_r2_r10_bins_3	raw_r10_bins_1	raw_r10_bins_2	raw_r10_bins_3
bs_ill	329468	329467	315070	329482	329480	315065	329464	329466	315066	329465	329466	315066	329417	329449	315047	329449	329453	315035	329347	329353	314876
ec_ill	1103277	1102966	1105648	1103292	1102968	1103290	1103279	1102956	1105652	1105649	1102958	1105647	1103090	1102776	1103121	1103131	1102818	1103095	586344	586489	586344
ef_ill	2560015	2396309	2594004	2560117	2396302	2594073	2560122	2396304	2594079	2560122	2396305	2594077	2559995	2396190	2593956	2560034	2396199	2593969	2555567	2392341	2590054
lf_ill	88181	69796	89777	89793	81538	89790	79491	81506	79491	89836	81468	89788	68570	81452	68555	89682	81428	81594	69730	69751	69730
lm_ill	1569028	2022617	1569034	1569037	2022620	1569036	1569032	2022616	1569034	1569033	2022615	1569033	1568975	2022540	1568946	1568967	2022543	1568978	1568349	2021412	1568099
pa_ill	1274462	1274461	1643773	1274471	1274471	1188534	1274468	1274469	1643772	1274472	1274470	1643777	1274332	1274331	1643599	1274366	1274358	1643642	1471342	1471391	1471541
sa_ill	480278	480325	480289	480583	480643	480605	480506	480559	480534	480505	480551	480528	480641	480656	480659	480627	480670	480662	1350629	1350531	1350546
se_ill	745356	745357	745355	745404	745409	745404	745366	745369	745372	745367	745370	745370	745267	745290	745264	745274	745273	745261	745147	744987	745147
