Assemblies	MP_helen_r10_bins_1	MP_helen_r10_bins_2	MP_helen_r10_bins_3	MP_r10_bins_1	MP_r10_bins_2	MP_r10_bins_3	r1_medaka_r10_bins_1	r1_medaka_r10_bins_2	r1_medaka_r10_bins_3	r2_medaka_r10_bins_1	r2_medaka_r10_bins_2	r2_medaka_r10_bins_3	racon_r1_r10_bins_1	racon_r1_r10_bins_2	racon_r1_r10_bins_3	racon_r2_r10_bins_1	racon_r2_r10_bins_2	racon_r2_r10_bins_3	raw_r10_bins_1	raw_r10_bins_2	raw_r10_bins_3
bs_ill	788687	552725	788687	788681	552718	788681	788689	552721	788690	788690	552723	788691	788627	552675	788636	788646	552660	788614	788152	552394	788149
ec_ill	1408815	1414821	1408815	1408881	1414836	1408879	1408887	1414865	1408885	1408888	1414829	1408888	1408725	1414845	1408707	1408742	1414646	1408719	1104870	1102178	1104889
ef_ill	2560015	2396309	2594004	2560117	2396302	2594073	2560122	2396304	2594079	2560122	2396305	2594077	2559995	2396190	2593956	2560034	2396199	2593969	2555567	2392341	2590054
lf_ill	177202	177187	177204	177203	177190	177205	173024	177182	173019	177196	177182	172902	172875	176962	153223	176468	177027	172807	177003	176965	176989
lm_ill	1569028	2022617	1569034	1569037	2022620	1569036	1569032	2022616	1569034	1569033	2022615	1569033	1568975	2022540	1568946	1568967	2022543	1568978	1568349	2021412	1568099
pa_ill	1643815	1643826	2052278	1643836	1643839	1643777	1643845	1643844	2052326	1643846	1643841	2052324	1643669	1643678	2052173	1643691	1643705	2052196	2098266	2098268	2098661
sa_ill	948383	948350	948302	948920	949001	948950	948840	948851	948875	948861	948885	948890	949098	949109	949025	949271	949038	949165	1350629	1350531	1350546
se_ill	1342442	1342445	1342449	1342515	1342521	1342523	1342471	1342475	1342468	1342476	1342476	1342473	1342204	1342272	1342278	1342327	1342285	1342296	1341367	1341457	1341035
