Assemblies	r10_2bins_v2_1_MP	r10_2bins_v2_1_MP_helen	r10_2bins_v2_1_r1_medaka	r10_2bins_v2_1_r2_medaka	r10_2bins_v2_1_racon_r1	r10_2bins_v2_1_racon_r2	r10_2bins_v2_1_raw	r10_2bins_v2_2_MP	r10_2bins_v2_2_MP_helen	r10_2bins_v2_2_r1_medaka	r10_2bins_v2_2_r2_medaka	r10_2bins_v2_2_racon_r1	r10_2bins_v2_2_racon_r2	r10_2bins_v2_2_raw	r10_2bins_v2_3_MP	r10_2bins_v2_3_MP_helen	r10_2bins_v2_3_r1_medaka	r10_2bins_v2_3_r2_medaka	r10_2bins_v2_3_racon_r1	r10_2bins_v2_3_racon_r2	r10_2bins_v2_3_raw
bs_ill	24074317	24069448	24072005	24061370	24059821	24053939	19305046	24074504	24070562	24072056	24063280	24060309	24055890	24061440	24074399	24070917	24071942	24055585	24060307	24051912	24060481
ec_ill	24074317	24069448	24072005	24061370	24059821	24053939	25287389	24074504	24070562	24072056	24063280	24060309	24055890	28130291	24074399	24070917	24071942	24055585	24060307	24051912	30848199
ef_ill	24074317	24069448	24072005	24061370	24059821	24053939	24061097	24074504	24070562	24072056	24063280	24060309	24055890	24061440	24074399	24070917	24071942	24055585	24060307	24051912	24060481
lf_ill	24074317	24069448	24072005	24061370	24059821	24053939	24061097	24074504	24070562	24072056	24063280	24060309	24055890	24061440	24074399	24070917	24071942	24055585	24060307	24051912	24060481
lm_ill	24074317	24069448	24072005	24061370	24059821	24053939	30849678	24074504	24070562	24072056	24063280	24060309	24055890	30849158	24074399	24070917	24071942	24055585	24060307	24051912	30848199
pa_ill	30866559	30861633	30864249	30853622	30851421	30845671	28005820	30866756	30862760	30864301	30855523	30851886	30847576	30849158	30866651	30863115	30864187	30847828	30851884	30843598	30848199
sa_ill	24074317	24069448	24072005	24061370	24059821	24053939	24061097	24074504	24070562	24072056	24063280	24060309	24055890	24061440	24074399	24070917	24071942	24055585	24060307	24051912	24060481
se_ill	24074317	24069448	24072005	24061370	24059821	24053939	25287389	24074504	24070562	24072056	24063280	24060309	24055890	28130291	24074399	24070917	24071942	24055585	24060307	24051912	30848199
