Assemblies	r10_2bins_v2_1_MP	r10_2bins_v2_1_MP_helen	r10_2bins_v2_1_r1_medaka	r10_2bins_v2_1_r2_medaka	r10_2bins_v2_1_racon_r1	r10_2bins_v2_1_racon_r2	r10_2bins_v2_1_raw	r10_2bins_v2_2_MP	r10_2bins_v2_2_MP_helen	r10_2bins_v2_2_r1_medaka	r10_2bins_v2_2_r2_medaka	r10_2bins_v2_2_racon_r1	r10_2bins_v2_2_racon_r2	r10_2bins_v2_2_raw	r10_2bins_v2_3_MP	r10_2bins_v2_3_MP_helen	r10_2bins_v2_3_r1_medaka	r10_2bins_v2_3_r2_medaka	r10_2bins_v2_3_racon_r1	r10_2bins_v2_3_racon_r2	r10_2bins_v2_3_raw
bs_ill	4098203	4096349	4097013	4096540	4096711	4096642	4056485	4097044	4095745	4096914	4096356	4096823	4096672	4059308	4097620	4096078	4096285	4096355	4096468	4097118	4061521
ec_ill	5029872	5029458	5032834	5032876	5030693	5035841	4939097	5029082	5028762	5029826	5029295	5031847	5030880	4942090	5030195	5029947	5033369	5032469	5027617	5032405	4946715
ef_ill	2971632	2972566	2971862	2972976	2968521	2969045	2907951	2971690	2972981	2973379	2972430	2966851	2969409	2907370	2970170	2973027	2971931	2972445	2967563	2968423	2909361
lf_ill	1986965	1983936	1979879	1971420	1976289	1967634	1943467	1985725	1984813	1980711	1973476	1975604	1970393	1944816	1988610	1985488	1980924	1965624	1976653	1966878	1951570
lm_ill	3117350	3119695	3119819	3119668	3118416	3119164	3056409	3117010	3119485	3119606	3119582	3117635	3118652	3057073	3117796	3119972	3118981	3117341	3116919	3117533	3060517
pa_ill	6815933	6815384	6816206	6816281	6815538	6815146	6769483	6815278	6815205	6816537	6816015	6815630	6814680	6768411	6815311	6815315	6816019	6816006	6815067	6815008	6769218
sa_ill	2797737	2795964	2796861	2797576	2794149	2798191	2736576	2796730	2794965	2796860	2796319	2795018	2796714	2739435	2797620	2795975	2796624	2797328	2793222	2797379	2740114
se_ill	5034992	5034596	5034688	5034218	5034014	5034705	4952509	5034241	5034405	5032791	5032273	5034731	5037249	4951565	5035056	5034700	5034760	5034080	5034689	5036341	4954856
