Assemblies	r10_2bins_v2_1_MP	r10_2bins_v2_1_MP_helen	r10_2bins_v2_1_r1_medaka	r10_2bins_v2_1_r2_medaka	r10_2bins_v2_1_racon_r1	r10_2bins_v2_1_racon_r2	r10_2bins_v2_1_raw	r10_2bins_v2_2_MP	r10_2bins_v2_2_MP_helen	r10_2bins_v2_2_r1_medaka	r10_2bins_v2_2_r2_medaka	r10_2bins_v2_2_racon_r1	r10_2bins_v2_2_racon_r2	r10_2bins_v2_2_raw	r10_2bins_v2_3_MP	r10_2bins_v2_3_MP_helen	r10_2bins_v2_3_r1_medaka	r10_2bins_v2_3_r2_medaka	r10_2bins_v2_3_racon_r1	r10_2bins_v2_3_racon_r2	r10_2bins_v2_3_raw
bs_ill	4045600	4045625	4045591	4045593	4045204	4045287	4043049	4045597	4045613	4045604	4045605	4045243	4045295	4043007	4045597	4045617	4045586	4045593	4045248	4045340	4042483
ec_ill	4765357	4765332	4765357	4765355	4764584	4764687	4763514	4765355	4765369	4765398	4765353	4764761	4764686	4763493	4765363	4765342	4765361	4765354	4764595	4764670	4763481
ef_ill	2845424	2845372	2845429	2845427	2845272	2845846	2843858	2845424	2845368	2845428	2845430	2845282	2845321	2843857	2845424	2845363	2845431	2845427	2845312	2845321	2843845
lf_ill	1947340	1945329	1945420	1935288	1934551	1928060	1945527	1947346	1946317	1945360	1937122	1934693	1930488	1945495	1947388	1946735	1945361	1929454	1934914	1926310	1945501
lm_ill	2992083	2992068	2992071	2992074	2991898	2991964	2990667	2992084	2992066	2992071	2992072	2991914	2991953	2990633	2992084	2992066	2992071	2992073	2991916	2991960	2990633
pa_ill	6792242	6792185	6792244	6792252	6791600	6791732	6788581	6792252	6792198	6792245	6792243	6791577	6791686	6787718	6792252	6792198	6792245	6792243	6791577	6791686	6787718
sa_ill	2719574	2717922	2719543	2719562	2720329	2720423	2718431	2719745	2717983	2719603	2719633	2720494	2720498	2718867	2719589	2717938	2719539	2719544	2720372	2720459	2718437
se_ill	4758939	4757800	4758594	4758071	4757983	4757672	4756051	4758953	4757846	4758592	4758065	4757922	4757649	4756088	4758954	4757856	4758593	4758140	4757950	4757852	4756101
