Assemblies  r10_1bin_1_MP  r10_1bin_1_MP_helen  r10_1bin_1_r1_medaka  r10_1bin_1_r2_medaka  r10_1bin_1_racon_r1  r10_1bin_1_racon_r2  r10_1bin_1_raw  r10_1bin_2_MP  r10_1bin_2_MP_helen  r10_1bin_2_r1_medaka  r10_1bin_2_r2_medaka  r10_1bin_2_racon_r1  r10_1bin_2_racon_r2  r10_1bin_2_raw  r10_1bin_3_MP  r10_1bin_3_MP_helen  r10_1bin_3_r1_medaka  r10_1bin_3_r2_medaka  r10_1bin_3_racon_r1  r10_1bin_3_racon_r2  r10_1bin_3_raw
bs_ill      4765367        4765335              4765354               4765366               4764519              4764885              4763493         4765367        4765342              4765360               4765365               4764481              4764611              4763481         4765870        4765291              4765346               4765353               4764528              4764900              4763766       
ec_ill      4765367        4765335              4765354               4765366               4764519              4764885              6788581         4765367        4765342              4765360               4765365               4764481              4764611              6787718         4765870        4765291              4765346               4765353               4764528              4764900              6787718       
ef_ill      4765367        4765335              4765354               4765366               4764519              4764885              4763493         4765367        4765342              4765360               4765365               4764481              4764611              4763481         4765870        4765291              4765346               4765353               4764528              4764900              4763766       
lf_ill      4765367        4765335              4765354               4765366               4764519              4764885              4763493         4765367        4765342              4765360               4765365               4764481              4764611              4763481         4765870        4765291              4765346               4765353               4764528              4764900              4763766       
lm_ill      4765367        4765335              4765354               4765366               4764519              4764885              6788581         4765367        4765342              4765360               4765365               4764481              4764611              6787718         4765870        4765291              4765346               4765353               4764528              4764900              6787718       
pa_ill      6792242        6792185              6792243               6792248               6791549              6791659              6788581         6792253        6792197              6792245               6792241               6791556              6791638              6787718         6792253        6792197              6792245               6792241               6791556              6791638              6787718       
sa_ill      4765367        4765335              4765354               4765366               4764519              4764885              4763493         4765367        4765342              4765360               4765365               4764481              4764611              4763481         4765870        4765291              4765346               4765353               4764528              4764900              4763766       
se_ill      4765367        4765335              4765354               4765366               4764519              4764885              6788581         4765367        4765342              4765360               4765365               4764481              4764611              6787718         4765870        4765291              4765346               4765353               4764528              4764900              6787718       
