Assemblies  r10_1bin_1_MP  r10_1bin_1_MP_helen  r10_1bin_1_r1_medaka  r10_1bin_1_r2_medaka  r10_1bin_1_racon_r1  r10_1bin_1_racon_r2  r10_1bin_1_raw  r10_1bin_2_MP  r10_1bin_2_MP_helen  r10_1bin_2_r1_medaka  r10_1bin_2_r2_medaka  r10_1bin_2_racon_r1  r10_1bin_2_racon_r2  r10_1bin_2_raw  r10_1bin_3_MP  r10_1bin_3_MP_helen  r10_1bin_3_r1_medaka  r10_1bin_3_r2_medaka  r10_1bin_3_racon_r1  r10_1bin_3_racon_r2  r10_1bin_3_raw
bs_ill      788689         788691               788691                788689                788631               788620               788122          788689         788691               788691                788689                788629               788626               788119          788689         788691               788691                788689                788632               788621               788119        
ec_ill      1408812        1408784              1408811               1408819               1408601              1408646              1102546         1408813        1408790              1408816               1408822               1408626              1408649              1311433         1408800        1408735              1408813               1408818               1408608              1408654              1102626       
ef_ill      2560115        2560015              2560118               2560122               2559977              2560026              2555531         2390859        2390838              2390855               2390858               2390735              2390788              2387737         2390859        2390842              2390857               2390855               2390748              2390779              2387793       
lf_ill      177208         177205               176662                177195                176544               176771               176989          177205         177204               177197                177197                176879               177110               176985          177205         177206               177198                177198                176455               177102               177003        
lm_ill      1569037        1569031              1569034               1569033               1568941              1568965              1568344         1569038        1569031              1569032               1569032               1568963              1568984              1568349         1569037        1569033              1569033               1569033               1568979              1569002              1568363       
pa_ill      1643839        2052185              2052213               2052213               2052050              2052085              2098630         1643841        1643830              1643850               1643848               1643635              1643680              2098268         1643841        1643830              1643850               1643848               1643635              1643680              2098268       
sa_ill      948765         948104               948808                948817                949190               949066               948394          948668         948052               948657                948645                949192               949045               948372          948892         948228               948809                948796                949173               949147               948394        
se_ill      1342502        1342446              1342474               1342473               1342283              1342302              1341457         1342502        1342444              1342475               1342474               1342274              1342300              1341458         1342502        1342446              1342473               1342473               1342271              1342282              958286        
