Assemblies  r10_1bin_1_MP  r10_1bin_1_MP_helen  r10_1bin_1_r1_medaka  r10_1bin_1_r2_medaka  r10_1bin_1_racon_r1  r10_1bin_1_racon_r2  r10_1bin_1_raw  r10_1bin_2_MP  r10_1bin_2_MP_helen  r10_1bin_2_r1_medaka  r10_1bin_2_r2_medaka  r10_1bin_2_racon_r1  r10_1bin_2_racon_r2  r10_1bin_2_raw  r10_1bin_3_MP  r10_1bin_3_MP_helen  r10_1bin_3_r1_medaka  r10_1bin_3_r2_medaka  r10_1bin_3_racon_r1  r10_1bin_3_racon_r2  r10_1bin_3_raw
bs_ill      4045598        4045621              4045594               4045589               4045227              4045309              4043006         4045598        4045629              4045591               4045590               4045220              4045285              4043036         4045598        4045626              4045592               4045592               4045212              4045306              4043032       
ec_ill      4765367        4765335              4765354               4765366               4764519              4764885              4763493         4765367        4765342              4765360               4765365               4764481              4764611              4763481         4765870        4765291              4765346               4765353               4764528              4764900              4763766       
ef_ill      2845422        2845369              2845428               2845432               2845260              2845328              2843368         2845425        2845372              2845428               2845431               2845275              2845354              2843858         2845425        2845364              2845429               2845427               2845297              2845324              2843845       
lf_ill      1947367        1945999              1945572               1938095               1935544              1929697              1945498         1947264        1945994              1946130               1935173               1934812              1930121              1945704         1947347        1944592              1945545               1938875               1934569              1930417              1945410       
lm_ill      2992084        2992067              2992075               2992074               2991894              2991958              2990628         2992085        2992067              2992074               2992073               2991915              2991980              2990633         2992084        2992069              2992075               2992075               2991930              2991998              2990669       
pa_ill      6792242        6792185              6792243               6792248               6791549              6791659              6788581         6792253        6792197              6792245               6792241               6791556              6791638              6787718         6792253        6792197              6792245               6792241               6791556              6791638              6787718       
sa_ill      2719717        2717967              2719596               2719631               2720606              2720621              2718836         2719580        2717932              2719533               2719556               2720595              2720631              2718436         2719746        2717979              2719620               2719614               2720627              2720623              2718867       
se_ill      4758939        4757842              4758592               4758097               4757948              4757880              4756088         4758938        4757859              4758591               4758127               4757960              4757842              4756101         4758939        4757830              4758588               4758127               4757931              4757812              4756002       
