Assemblies  MP_helen_r10_bins_1  MP_helen_r10_bins_2  MP_helen_r10_bins_3  MP_r10_bins_1  MP_r10_bins_2  MP_r10_bins_3  r1_medaka_r10_bins_1  r1_medaka_r10_bins_2  r1_medaka_r10_bins_3  r2_medaka_r10_bins_1  r2_medaka_r10_bins_2  r2_medaka_r10_bins_3  racon_r1_r10_bins_1  racon_r1_r10_bins_2  racon_r1_r10_bins_3  racon_r2_r10_bins_1  racon_r2_r10_bins_2  racon_r2_r10_bins_3  raw_r10_bins_1  raw_r10_bins_2  raw_r10_bins_3
bs_ill      1.027                1.028                1.027                1.028          1.028          1.028          1.028                 1.028                 1.028                 1.028                 1.028                 1.028                 1.028                1.028                1.028                1.028                1.028                1.028                1.019           1.019           1.018         
ec_ill      1.077                1.077                1.077                1.076          1.076          1.076          1.077                 1.077                 1.077                 1.077                 1.077                 1.077                 1.076                1.077                1.076                1.077                1.077                1.077                1.061           1.058           1.061         
ef_ill      1.057                1.056                1.057                1.056          1.057          1.057          1.057                 1.057                 1.056                 1.057                 1.057                 1.056                 1.055                1.054                1.055                1.056                1.056                1.055                1.033           1.032           1.031         
lf_ill      1.104                1.105                1.103                1.105          1.106          1.104          1.103                 1.104                 1.102                 1.097                 1.101                 1.097                 1.099                1.101                1.099                1.096                1.099                1.094                1.084           1.083           1.080         
lm_ill      1.055                1.055                1.055                1.055          1.054          1.054          1.055                 1.055                 1.055                 1.054                 1.055                 1.055                 1.055                1.055                1.054                1.055                1.055                1.054                1.034           1.034           1.033         
pa_ill      1.015                1.014                1.014                1.015          1.015          1.015          1.015                 1.015                 1.015                 1.015                 1.015                 1.015                 1.015                1.014                1.014                1.015                1.014                1.014                1.008           1.008           1.008         
sa_ill      1.045                1.045                1.045                1.046          1.046          1.046          1.046                 1.046                 1.046                 1.045                 1.045                 1.046                 1.045                1.045                1.045                1.046                1.045                1.046                1.024           1.023           1.023         
se_ill      1.075                1.075                1.075                1.075          1.075          1.075          1.075                 1.074                 1.075                 1.075                 1.074                 1.075                 1.076                1.074                1.074                1.075                1.075                1.075                1.059           1.057           1.059         
