Assemblies  MP_helen_r10_bins_1  MP_helen_r10_bins_2  MP_helen_r10_bins_3  MP_r10_bins_1  MP_r10_bins_2  MP_r10_bins_3  r1_medaka_r10_bins_1  r1_medaka_r10_bins_2  r1_medaka_r10_bins_3  r2_medaka_r10_bins_1  r2_medaka_r10_bins_2  r2_medaka_r10_bins_3  racon_r1_r10_bins_1  racon_r1_r10_bins_2  racon_r1_r10_bins_3  racon_r2_r10_bins_1  racon_r2_r10_bins_2  racon_r2_r10_bins_3  raw_r10_bins_1  raw_r10_bins_2  raw_r10_bins_3
bs_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
ec_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
ef_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
lf_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
lm_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
pa_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
sa_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
se_ill      0.00                 0.00                 0.00                 0.00           0.00           0.00           0.00                  0.00                  0.00                  0.00                  0.00                  0.00                  0.00                 0.00                 0.00                 0.00                 0.00                 0.00                 0.00            0.00            0.00          
