Assemblies  MP_helen_r10_bins_1  MP_helen_r10_bins_2  MP_helen_r10_bins_3  MP_r10_bins_1  MP_r10_bins_2  MP_r10_bins_3  r1_medaka_r10_bins_1  r1_medaka_r10_bins_2  r1_medaka_r10_bins_3  r2_medaka_r10_bins_1  r2_medaka_r10_bins_2  r2_medaka_r10_bins_3  racon_r1_r10_bins_1  racon_r1_r10_bins_2  racon_r1_r10_bins_3  racon_r2_r10_bins_1  racon_r2_r10_bins_2  racon_r2_r10_bins_3  raw_r10_bins_1  raw_r10_bins_2  raw_r10_bins_3
bs_ill      24069494             24072731             24070272             24075146       24075931       24075224       24072592              24074864              24072788              24064948              24068153              24065807              24059729             24064644             24059333             24055079             24060632             24052503             24060236        24062591        24060425      
ec_ill      24069494             24072731             24070272             24075146       24075931       24075224       24072592              24074864              24072788              24064948              24068153              24065807              24059729             24064644             24059333             24055079             24060632             24052503             28129504        30850309        30849039      
ef_ill      24069494             24072731             24070272             24075146       24075931       24075224       24072592              24074864              24072788              24064948              24068153              24065807              24059729             24064644             24059333             24055079             24060632             24052503             24060236        24062591        24060425      
lf_ill      24069494             24072731             24070272             24075146       24075931       24075224       24072592              24074864              24072788              24064948              24068153              24065807              24059729             24064644             24059333             24055079             24060632             24052503             24060236        24062591        24060425      
lm_ill      24069494             24072731             24070272             24075146       24075931       24075224       24072592              24074864              24072788              24064948              24068153              24065807              24059729             24064644             24059333             24055079             24060632             24052503             30847938        30850309        30849039      
pa_ill      30861647             30864927             30862476             30867341       30868189       30867430       30864833              30867104              30865019              30857195              30860390              30858038              30851337             30856276             30850927             30846769             30852342             30844210             30847938        30850309        30849039      
sa_ill      24069494             24072731             24070272             24075146       24075931       24075224       24072592              24074864              24072788              24064948              24068153              24065807              24059729             24064644             24059333             24055079             24060632             24052503             24060236        24062591        24060425      
se_ill      24069494             24072731             24070272             24075146       24075931       24075224       24072592              24074864              24072788              24064948              24068153              24065807              24059729             24064644             24059333             24055079             24060632             24052503             28129504        30850309        30849039      
