Assemblies  MP_helen_r10_bins_1  MP_helen_r10_bins_2  MP_helen_r10_bins_3  MP_r10_bins_1  MP_r10_bins_2  MP_r10_bins_3  r1_medaka_r10_bins_1  r1_medaka_r10_bins_2  r1_medaka_r10_bins_3  r2_medaka_r10_bins_1  r2_medaka_r10_bins_2  r2_medaka_r10_bins_3  racon_r1_r10_bins_1  racon_r1_r10_bins_2  racon_r1_r10_bins_3  racon_r2_r10_bins_1  racon_r2_r10_bins_2  racon_r2_r10_bins_3  raw_r10_bins_1  raw_r10_bins_2  raw_r10_bins_3
bs_ill      4765299              4765370              4765301              4765922        4765391        4765920        4765362               4765395               4765360               4765364               4765350               4765359               4764643              4764770              4764652              4764716              4764723              4764656              4763471         4763493         4763422       
ec_ill      4765299              4765370              4765301              4765922        4765391        4765920        4765362               4765395               4765360               4765364               4765350               4765359               4764643              4764770              4764652              4764716              4764723              4764656              6787702         6787718         6788614       
ef_ill      4765299              4765370              4765301              4765922        4765391        4765920        4765362               4765395               4765360               4765364               4765350               4765359               4764643              4764770              4764652              4764716              4764723              4764656              4763471         4763493         4763422       
lf_ill      4765299              4765370              4765301              4765922        4765391        4765920        4765362               4765395               4765360               4765364               4765350               4765359               4764643              4764770              4764652              4764716              4764723              4764656              4763471         4763493         4763422       
lm_ill      4765299              4765370              4765301              4765922        4765391        4765920        4765362               4765395               4765360               4765364               4765350               4765359               4764643              4764770              4764652              4764716              4764723              4764656              6787702         6787718         6788614       
pa_ill      6792153              6792196              6792204              6792195        6792258        6792206        6792241               6792240               6792231               6792247               6792237               6792231               6791608              6791632              6791594              6791690              6791710              6791707              6787702         6787718         6788614       
sa_ill      4765299              4765370              4765301              4765922        4765391        4765920        4765362               4765395               4765360               4765364               4765350               4765359               4764643              4764770              4764652              4764716              4764723              4764656              4763471         4763493         4763422       
se_ill      4765299              4765370              4765301              4765922        4765391        4765920        4765362               4765395               4765360               4765364               4765350               4765359               4764643              4764770              4764652              4764716              4764723              4764656              6787702         6787718         6788614       
