Assemblies  r10_2bins_v2_1_MP  r10_2bins_v2_1_MP_helen  r10_2bins_v2_1_r1_medaka  r10_2bins_v2_1_r2_medaka  r10_2bins_v2_1_racon_r1  r10_2bins_v2_1_racon_r2  r10_2bins_v2_1_raw  r10_2bins_v2_2_MP  r10_2bins_v2_2_MP_helen  r10_2bins_v2_2_r1_medaka  r10_2bins_v2_2_r2_medaka  r10_2bins_v2_2_racon_r1  r10_2bins_v2_2_racon_r2  r10_2bins_v2_2_raw  r10_2bins_v2_3_MP  r10_2bins_v2_3_MP_helen  r10_2bins_v2_3_r1_medaka  r10_2bins_v2_3_r2_medaka  r10_2bins_v2_3_racon_r1  r10_2bins_v2_3_racon_r2  r10_2bins_v2_3_raw
bs_ill      4765357            4765332                  4765357                   4765355                   4764584                  4764687                  4763514             4765355            4765369                  4765398                   4765353                   4764761                  4764686                  4763493             4765363            4765342                  4765361                   4765354                   4764595                  4764670                  4763481           
ec_ill      4765357            4765332                  4765357                   4765355                   4764584                  4764687                  6788581             4765355            4765369                  4765398                   4765353                   4764761                  4764686                  6787718             4765363            4765342                  4765361                   4765354                   4764595                  4764670                  6787718           
ef_ill      4765357            4765332                  4765357                   4765355                   4764584                  4764687                  4763514             4765355            4765369                  4765398                   4765353                   4764761                  4764686                  4763493             4765363            4765342                  4765361                   4765354                   4764595                  4764670                  4763481           
lf_ill      4765357            4765332                  4765357                   4765355                   4764584                  4764687                  4763514             4765355            4765369                  4765398                   4765353                   4764761                  4764686                  4763493             4765363            4765342                  4765361                   4765354                   4764595                  4764670                  4763481           
lm_ill      4765357            4765332                  4765357                   4765355                   4764584                  4764687                  6788581             4765355            4765369                  4765398                   4765353                   4764761                  4764686                  6787718             4765363            4765342                  4765361                   4765354                   4764595                  4764670                  6787718           
pa_ill      6792242            6792185                  6792244                   6792252                   6791600                  6791732                  6788581             6792252            6792198                  6792245                   6792243                   6791577                  6791686                  6787718             6792252            6792198                  6792245                   6792243                   6791577                  6791686                  6787718           
sa_ill      4765357            4765332                  4765357                   4765355                   4764584                  4764687                  4763514             4765355            4765369                  4765398                   4765353                   4764761                  4764686                  4763493             4765363            4765342                  4765361                   4765354                   4764595                  4764670                  4763481           
se_ill      4765357            4765332                  4765357                   4765355                   4764584                  4764687                  6788581             4765355            4765369                  4765398                   4765353                   4764761                  4764686                  6787718             4765363            4765342                  4765361                   4765354                   4764595                  4764670                  6787718           
