Assemblies  r10_1bin_v2_1_MP  r10_1bin_v2_1_MP_helen  r10_1bin_v2_1_r1_medaka  r10_1bin_v2_1_r2_medaka  r10_1bin_v2_1_racon_r1  r10_1bin_v2_1_racon_r2  r10_1bin_v2_1_raw  r10_1bin_v2_2_MP  r10_1bin_v2_2_MP_helen  r10_1bin_v2_2_r1_medaka  r10_1bin_v2_2_r2_medaka  r10_1bin_v2_2_racon_r1  r10_1bin_v2_2_racon_r2  r10_1bin_v2_2_raw  r10_1bin_v2_3_MP  r10_1bin_v2_3_MP_helen  r10_1bin_v2_3_r1_medaka  r10_1bin_v2_3_r2_medaka  r10_1bin_v2_3_racon_r1  r10_1bin_v2_3_racon_r2  r10_1bin_v2_3_raw
bs_ill      329474            329468                  329466                   329465                   329433                  329450                  329353             315065            315070                  315066                   315066                   315027                  315041                  314876             329413            329412                  329410                   329410                   329383                  329401                  329315           
ec_ill      1103283           1105646                 1105652                  1105648                  1103083                 1105452                 586344             1103277           1103269                 1103272                  1103273                  1103073                 1103096                 586349             1102966           1102966                 1103054                  1102961                  1103243                 1102811                 586484           
ef_ill      2390859           2390840                 2390855                  2390852                  2390750                 2390766                 2387725            2594074           2594005                 2594076                  2594078                  2593949                 2594003                 2589973            2594078           2594060                 2594074                  2594074                  2593911                 2593990                 2589979          
lf_ill      89790             87725                   79490                    81625                    68560                   81471                   69730              89793             88233                   89867                    81637                    81586                   81534                   69730              81535             69795                   81506                    81468                    81455                   81441                   69751            
lm_ill      1569036           1569035                 1569032                  1569033                  1568974                 1568982                 1568099            1569038           1569031                 1569031                  1569032                  1568974                 1568957                 1568349            2719477           2719475                 2719473                  2719474                  2719395                 2719382                 2717859          
pa_ill      1274873           1371005                 1371012                  1371015                  1370872                 1370891                 940304             1274471           1274462                 1274466                  1274470                  1274325                 1274335                 1471342            1274461           1643838                 1643849                  1643849                  1643649                 1643667                 1471418          
sa_ill      480596            480303                  480562                   480561                   480718                  480741                  1350532            480537            480269                  480493                   480521                   480640                  480678                  1350628            480545            480260                  480568                   480554                   480717                  480743                  1350546          
se_ill      745380            745348                  745366                   745365                   745247                  745284                  745147             745393            745353                  745369                   745369                   745249                  745249                  744999             745380            745347                  745370                   745370                   745267                  745280                  745146           
