Assemblies  r10_1bin_v2_1_MP  r10_1bin_v2_1_MP_helen  r10_1bin_v2_1_r1_medaka  r10_1bin_v2_1_r2_medaka  r10_1bin_v2_1_racon_r1  r10_1bin_v2_1_racon_r2  r10_1bin_v2_1_raw  r10_1bin_v2_2_MP  r10_1bin_v2_2_MP_helen  r10_1bin_v2_2_r1_medaka  r10_1bin_v2_2_r2_medaka  r10_1bin_v2_2_racon_r1  r10_1bin_v2_2_racon_r2  r10_1bin_v2_2_raw  r10_1bin_v2_3_MP  r10_1bin_v2_3_MP_helen  r10_1bin_v2_3_r1_medaka  r10_1bin_v2_3_r2_medaka  r10_1bin_v2_3_racon_r1  r10_1bin_v2_3_racon_r2  r10_1bin_v2_3_raw
bs_ill      11.27             11.04                   10.44                    10.54                    23.99                   20.47                   104.70             11.29             12.70                   10.46                    10.34                    23.38                   20.35                   103.60             11.19             11.27                   10.64                    10.46                    22.98                   20.37                   104.20           
ec_ill      20.23             18.05                   14.90                    14.88                    40.12                   36.59                   238.22             20.29             18.13                   15.35                    14.90                    40.76                   36.93                   236.68             20.38             16.53                   15.44                    15.16                    40.97                   37.59                   238.22           
ef_ill      15.29             15.75                   14.58                    13.84                    22.74                   21.11                   126.82             15.58             15.75                   13.23                    13.98                    21.00                   20.26                   125.36             15.36             14.48                   14.23                    13.84                    21.96                   21.86                   127.77           
lf_ill      11.92             13.98                   16.19                    13.58                    56.69                   55.39                   350.01             11.86             10.60                   14.03                    11.47                    58.28                   53.13                   353.40             11.53             12.25                   13.86                    14.59                    60.82                   53.59                   350.10           
lm_ill      21.98             22.18                   21.81                    22.22                    31.75                   30.20                   113.56             22.01             22.22                   22.25                    21.91                    31.92                   29.45                   116.05             22.01             22.15                   22.32                    21.91                    32.19                   30.30                   117.04           
pa_ill      5.71              3.42                    3.63                     3.60                     15.01                   14.55                   97.23              5.86              5.45                    3.60                     3.65                     15.94                   14.75                   96.91              5.40              5.06                    3.63                     3.60                     15.73                   14.58                   97.21            
sa_ill      110.28            36.24                   76.02                    76.51                    113.15                  112.96                  158.10             110.83            43.48                   74.97                    76.47                    111.84                  113.00                  158.44             109.30            36.20                   78.75                    76.36                    116.44                  114.72                  166.69           
se_ill      20.44             15.39                   11.50                    11.40                    40.12                   37.92                   220.52             20.76             15.90                   11.50                    11.37                    39.88                   38.22                   224.89             20.47             16.13                   11.29                    11.14                    40.65                   38.45                   220.60           
