Assemblies  r10_1bin_v2_1_MP  r10_1bin_v2_1_MP_helen  r10_1bin_v2_1_r1_medaka  r10_1bin_v2_1_r2_medaka  r10_1bin_v2_1_racon_r1  r10_1bin_v2_1_racon_r2  r10_1bin_v2_1_raw  r10_1bin_v2_2_MP  r10_1bin_v2_2_MP_helen  r10_1bin_v2_2_r1_medaka  r10_1bin_v2_2_r2_medaka  r10_1bin_v2_2_racon_r1  r10_1bin_v2_2_racon_r2  r10_1bin_v2_2_raw  r10_1bin_v2_3_MP  r10_1bin_v2_3_MP_helen  r10_1bin_v2_3_r1_medaka  r10_1bin_v2_3_r2_medaka  r10_1bin_v2_3_racon_r1  r10_1bin_v2_3_racon_r2  r10_1bin_v2_3_raw
bs_ill      97.60             94.11                   96.04                    95.74                    98.30                   98.10                   88.92              98.00             96.22                   95.46                    95.89                    99.60                   99.38                   86.16              97.20             95.59                   97.07                    95.69                    97.15                   97.35                   81.57            
ec_ill      441.74            435.89                  444.16                   440.95                   451.02                  457.89                  503.78             442.36            439.66                  442.33                   441.46                   443.02                  448.79                  484.25             442.06            439.28                  438.27                   441.01                   440.54                  453.50                  503.85           
ef_ill      249.57            251.66                  247.94                   244.71                   238.39                  240.24                  146.97             248.47            254.01                  247.62                   251.17                   234.88                  241.98                  154.38             249.43            249.86                  251.95                   248.29                   238.22                  244.60                  146.54           
lf_ill      267.75            262.85                  312.96                   283.06                   273.39                  270.35                  361.22             268.47            267.32                  296.38                   283.92                   272.94                  268.35                  367.71             263.50            261.79                  304.30                   295.00                   269.19                  269.86                  366.02           
lm_ill      228.68            234.23                  233.52                   229.46                   225.71                  229.33                  137.97             230.17            236.12                  229.46                   225.07                   224.93                  225.57                  149.36             229.39            234.39                  235.44                   233.38                   226.92                  228.14                  140.24           
pa_ill      58.82             55.89                   56.56                    56.11                    58.50                   58.00                   64.98              58.12             55.45                   55.72                    55.54                    58.49                   57.42                   65.00              58.04             54.93                   55.32                    55.74                    58.52                   57.61                   64.75            
sa_ill      285.92            254.62                  291.08                   290.00                   293.81                  295.64                  239.47             286.85            257.08                  286.29                   291.04                   285.43                  301.68                  247.05             282.23            249.35                  286.00                   281.93                   295.86                  300.87                  253.91           
se_ill      411.02            408.37                  410.28                   409.37                   417.43                  415.19                  467.00             411.11            409.72                  409.77                   408.92                   412.72                  422.24                  461.59             408.93            408.57                  404.25                   406.61                   416.47                  415.71                  466.72           
