Assemblies  r10_8bins_1_MP  r10_8bins_1_MP_helen  r10_8bins_1_r1_medaka  r10_8bins_1_r2_medaka  r10_8bins_1_racon_r1  r10_8bins_1_racon_r2  r10_8bins_1_raw  r10_8bins_2_MP  r10_8bins_2_MP_helen  r10_8bins_2_r1_medaka  r10_8bins_2_r2_medaka  r10_8bins_2_racon_r1  r10_8bins_2_racon_r2  r10_8bins_2_raw  r10_8bins_3_MP  r10_8bins_3_MP_helen  r10_8bins_3_r1_medaka  r10_8bins_3_r2_medaka  r10_8bins_3_racon_r1  r10_8bins_3_racon_r2  r10_8bins_3_raw
bs_ill      99.999          99.999                99.999                 99.999                 99.999                99.999                99.995           99.999          99.999                99.999                 99.999                 99.999                99.999                99.983           99.998          99.998                99.998                 99.998                 99.998                99.998                99.993         
ec_ill      97.703          97.703                97.703                 97.703                 97.703                97.703                97.663           97.701          97.703                97.701                 97.701                 97.703                97.703                97.665           97.703          97.703                97.703                 97.703                 97.703                97.703                97.667         
ef_ill      99.954          99.954                99.954                 99.954                 99.954                99.954                99.953           99.954          99.954                99.954                 99.954                 99.954                99.954                99.949           99.954          99.954                99.954                 99.954                 99.954                99.954                99.948         
lf_ill      99.943          99.889                99.926                 99.895                 99.897                99.875                99.875           99.943          99.832                99.925                 99.936                 99.913                99.888                99.862           99.936          99.828                99.872                 99.932                 99.870                99.869                99.860         
lm_ill      99.984          99.984                99.984                 99.984                 99.984                99.984                99.981           99.984          99.984                99.984                 99.984                 99.984                99.984                99.983           99.984          99.984                99.984                 99.984                 99.984                99.984                99.975         
pa_ill      99.894          99.894                99.894                 99.894                 99.894                99.894                99.875           99.893          99.893                99.893                 99.893                 99.893                99.893                99.878           99.895          99.894                99.894                 99.894                 99.894                99.894                99.863         
sa_ill      99.537          99.537                99.537                 99.537                 99.537                99.537                99.535           99.537          99.537                99.537                 99.537                 99.537                99.537                99.538           99.546          99.546                99.546                 99.546                 99.546                99.546                99.538         
se_ill      98.920          98.920                98.920                 98.920                 98.920                98.920                98.889           98.920          98.919                98.920                 98.920                 98.920                98.920                98.896           98.918          98.920                98.920                 98.920                 98.920                98.920                98.893         
