Assemblies  r10_8bins_1_MP  r10_8bins_1_MP_helen  r10_8bins_1_r1_medaka  r10_8bins_1_r2_medaka  r10_8bins_1_racon_r1  r10_8bins_1_racon_r2  r10_8bins_1_raw  r10_8bins_2_MP  r10_8bins_2_MP_helen  r10_8bins_2_r1_medaka  r10_8bins_2_r2_medaka  r10_8bins_2_racon_r1  r10_8bins_2_racon_r2  r10_8bins_2_raw  r10_8bins_3_MP  r10_8bins_3_MP_helen  r10_8bins_3_r1_medaka  r10_8bins_3_r2_medaka  r10_8bins_3_racon_r1  r10_8bins_3_racon_r2  r10_8bins_3_raw
bs_ill      4045595         4045615               4045602                4045598                4045293               4045319               4043044          4045596         4045616               4045587                4045593                4045258               4045323               4042479          4045596         4045613               4045582                4045587                4045248               4045358               4043002        
ec_ill      4765396         4765339               4765361                4765365                4764689               4764726               4763575          4765403         4765334               4765359                4765364                4764683               4764682               4763493          4765471         4765411               4765372                4765365                4764770               4764744               4763941        
ef_ill      2845436         2845374               2845428                2845430                2845286               2845307               2843860          2845427         2845364               2845435                2845433                2845287               2845362               2843855          2845427         2845365               2845437                2845434                2845286               2845324               2843844        
lf_ill      1947326         1946182               1945604                1937700                1935646               1928318               1945672          1947356         1945118               1945358                1936107                1935574               1929159               1945498          1947365         1944965               1945429                1938538                1934631               1930127               1945410        
lm_ill      2992094         2992072               2992073                2992074                2991951               2991999               2990636          2992084         2992066               2992073                2992074                2991957               2991981               2990626          2992095         2992076               2992076                2992073                2991935               2991970               2990261        
pa_ill      6792200         6792201               6792230                6792235                6791646               6791695               6788614          6792246         6792183               6792245                6792249                6791667               6791726               6788581          6792689         6792361               6792415                6792413                6791833               6791907               6788292        
sa_ill      2719941         2718121               2719506                2719603                2720301               2720317               2718868          2719784         2717999               2719522                2719572                2720345               2720410               2718437          2719778         2718019               2719548                2719556                2720274               2720341               2718429        
se_ill      4758957         4758026               4758581                4758584                4758019               4758050               4755933          4758981         4757842               4758589                4758101                4757934               4757912               4756088          4758992         4758031               4758588                4758092                4757964               4757944               4756065        
