Assemblies  r10_8bins_1_MP  r10_8bins_1_MP_helen  r10_8bins_1_r1_medaka  r10_8bins_1_r2_medaka  r10_8bins_1_racon_r1  r10_8bins_1_racon_r2  r10_8bins_1_raw  r10_8bins_2_MP  r10_8bins_2_MP_helen  r10_8bins_2_r1_medaka  r10_8bins_2_r2_medaka  r10_8bins_2_racon_r1  r10_8bins_2_racon_r2  r10_8bins_2_raw  r10_8bins_3_MP  r10_8bins_3_MP_helen  r10_8bins_3_r1_medaka  r10_8bins_3_r2_medaka  r10_8bins_3_racon_r1  r10_8bins_3_racon_r2  r10_8bins_3_raw
bs_ill      4765396         4765339               4765361                4765365                4764689               4764726               4763575          4765403         4765334               4765359                4765364                4764683               4764682               4763493          4765471         4765411               4765372                4765365                4764770               4764744               4763941        
ec_ill      4765396         4765339               4765361                4765365                4764689               4764726               6788614          4765403         4765334               4765359                4765364                4764683               4764682               6788581          4765471         4765411               4765372                4765365                4764770               4764744               6788292        
ef_ill      4765396         4765339               4765361                4765365                4764689               4764726               4763575          4765403         4765334               4765359                4765364                4764683               4764682               4763493          4765471         4765411               4765372                4765365                4764770               4764744               4763941        
lf_ill      4765396         4765339               4765361                4765365                4764689               4764726               4763575          4765403         4765334               4765359                4765364                4764683               4764682               4763493          4765471         4765411               4765372                4765365                4764770               4764744               4763941        
lm_ill      4765396         4765339               4765361                4765365                4764689               4764726               6788614          4765403         4765334               4765359                4765364                4764683               4764682               6788581          4765471         4765411               4765372                4765365                4764770               4764744               6788292        
pa_ill      6792200         6792201               6792230                6792235                6791646               6791695               6788614          6792246         6792183               6792245                6792249                6791667               6791726               6788581          6792689         6792361               6792415                6792413                6791833               6791907               6788292        
sa_ill      4765396         4765339               4765361                4765365                4764689               4764726               4763575          4765403         4765334               4765359                4765364                4764683               4764682               4763493          4765471         4765411               4765372                4765365                4764770               4764744               4763941        
se_ill      4765396         4765339               4765361                4765365                4764689               4764726               6788614          4765403         4765334               4765359                4765364                4764683               4764682               6788581          4765471         4765411               4765372                4765365                4764770               4764744               6788292        
