Assemblies  r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
bs_ill      34                34                      34                       34                       33                      34                      31                 34                34                      34                       34                       33                      34                      31                 34                34                      34                       34                       34                      34                      32               
ec_ill      21                21                      21                       21                       21                      21                      19                 21                21                      21                       21                       21                      21                      19                 21                21                      21                       21                       21                      21                      19               
ef_ill      1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                  1                 1                       1                        1                        1                       1                       1                
lf_ill      73                73                      74                       80                       74                      83                      75                 74                73                      74                       80                       74                      82                      75                 74                73                      74                       77                       74                      80                      76               
lm_ill      2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                  2                 2                       2                        2                        2                       2                       2                
pa_ill      8                 6                       8                        8                        8                       8                       10                 8                 6                       6                        6                        6                       6                       10                 8                 6                       6                        6                        6                       6                       10               
sa_ill      14                14                      14                       14                       14                      14                      14                 14                14                      14                       14                       14                      14                      14                 13                13                      13                       13                       13                      13                      13               
se_ill      15                16                      15                       15                       15                      15                      18                 15                15                      15                       15                       15                      15                      18                 15                16                      15                       15                       15                      15                      18               
