Assemblies  r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
bs_ill      99.999            99.999                  99.999                   99.999                   99.999                  99.999                  99.994             99.999            99.999                  99.999                   99.999                   99.999                  99.999                  99.993             99.999            99.999                  99.999                   99.999                   99.999                  99.999                  99.994           
ec_ill      97.703            97.703                  97.703                   97.701                   97.703                  97.701                  97.668             97.703            97.703                  97.701                   97.701                   97.701                  97.703                  97.666             97.703            97.703                  97.701                   97.701                   97.703                  97.701                  97.644           
ef_ill      99.954            99.954                  99.954                   99.954                   99.954                  99.954                  99.949             99.954            99.954                  99.954                   99.954                   99.954                  99.954                  99.949             99.954            99.954                  99.954                   99.954                   99.954                  99.954                  99.949           
lf_ill      99.943            99.915                  99.860                   99.906                   99.844                  99.834                  99.876             99.943            99.918                  99.862                   99.874                   99.844                  99.787                  99.883             99.936            99.943                  99.939                   99.942                   99.920                  99.865                  99.870           
lm_ill      99.984            99.984                  99.984                   99.984                   99.984                  99.984                  99.981             99.984            99.984                  99.984                   99.984                   99.984                  99.984                  99.981             99.984            99.984                  99.984                   99.984                   99.984                  99.984                  99.983           
pa_ill      99.894            99.894                  99.894                   99.894                   99.894                  99.894                  99.875             99.893            99.893                  99.893                   99.893                   99.893                  99.893                  99.878             99.893            99.893                  99.893                   99.893                   99.893                  99.893                  99.878           
sa_ill      99.544            99.544                  99.544                   99.544                   99.544                  99.544                  99.542             99.544            99.544                  99.544                   99.544                   99.544                  99.544                  99.541             99.537            99.537                  99.537                   99.537                   99.537                  99.537                  99.538           
se_ill      98.918            98.917                  98.920                   98.920                   98.920                  98.920                  98.895             98.918            98.920                  98.920                   98.920                   98.920                  98.920                  98.891             98.918            98.919                  98.920                   98.920                   98.920                  98.920                  98.896           
