Assemblies  r10_1bin_v4_1_MP  r10_1bin_v4_1_MP_helen  r10_1bin_v4_1_r1_medaka  r10_1bin_v4_1_r2_medaka  r10_1bin_v4_1_racon_r1  r10_1bin_v4_1_racon_r2  r10_1bin_v4_1_raw  r10_1bin_v4_2_MP  r10_1bin_v4_2_MP_helen  r10_1bin_v4_2_r1_medaka  r10_1bin_v4_2_r2_medaka  r10_1bin_v4_2_racon_r1  r10_1bin_v4_2_racon_r2  r10_1bin_v4_2_raw  r10_1bin_v4_3_MP  r10_1bin_v4_3_MP_helen  r10_1bin_v4_3_r1_medaka  r10_1bin_v4_3_r2_medaka  r10_1bin_v4_3_racon_r1  r10_1bin_v4_3_racon_r2  r10_1bin_v4_3_raw
bs_ill      4045594           4045614                 4045830                  4045830                  4045233                 4045289                 4042947            4045599           4045618                 4045837                  4045836                  4045198                 4045283                 4042978            4045594           4045616                 4045840                  4045837                  4045212                 4045325                 4042951          
ec_ill      4765380           4765358                 4765659                  4765647                  4764472                 4764668                 4763504            4765857           4765290                 4765665                  4765638                  4764540                 4764597                 4763606            4765360           4765338                 4765695                  4765649                  4764493                 4764872                 4763509          
ef_ill      2845424           2845373                 2845569                  2845565                  2845263                 2845303                 2843857            2845424           2845368                 2845573                  2845566                  2845303                 2845324                 2843857            2845425           2845368                 2845568                  2845560                  2845287                 2845313                 2843857          
lf_ill      1947266           1946666                 1946507                  1936457                  1935141                 1928687                 1945673            1947348           1946223                 1946508                  1936339                  1935113                 1927460                 1945673            1947385           1946387                 1945652                  1933881                  1935632                 1927607                 1945498          
lm_ill      2992069           2992056                 2992173                  2992163                  2991926                 2991944                 2990670            2992084           2992067                 2992181                  2992179                  2991904                 2991942                 2990627            2992085           2992068                 2992180                  2992178                  2991937                 2991954                 2990634          
pa_ill      6792205           6792208                 6792382                  6792380                  6791578                 6791619                 6788614            6792242           6792185                 6792389                  6792392                  6791549                 6791659                 6788581            6792242           6792185                 6792389                  6792392                  6791549                 6791658                 6788581          
sa_ill      2719604           2717981                 2721032                  2721117                  2720473                 2720627                 2718866            2719612           2717995                 2721107                  2721159                  2720554                 2720625                 2718764            2719599           2717947                 2721113                  2721154                  2720557                 2720624                 2718437          
se_ill      4758902           4757799                 4759020                  4758488                  4757908                 4757843                 4755996            4758906           4758018                 4759008                  4758481                  4757940                 4757851                 4755926            4758924           4757804                 4759024                  4758498                  4757988                 4757863                 4756050          
