Assemblies	r10_1bin_v2_1_MP	r10_1bin_v2_1_MP_helen	r10_1bin_v2_1_r1_medaka	r10_1bin_v2_1_r2_medaka	r10_1bin_v2_1_racon_r1	r10_1bin_v2_1_racon_r2	r10_1bin_v2_1_raw	r10_1bin_v2_2_MP	r10_1bin_v2_2_MP_helen	r10_1bin_v2_2_r1_medaka	r10_1bin_v2_2_r2_medaka	r10_1bin_v2_2_racon_r1	r10_1bin_v2_2_racon_r2	r10_1bin_v2_2_raw	r10_1bin_v2_3_MP	r10_1bin_v2_3_MP_helen	r10_1bin_v2_3_r1_medaka	r10_1bin_v2_3_r2_medaka	r10_1bin_v2_3_racon_r1	r10_1bin_v2_3_racon_r2	r10_1bin_v2_3_raw
bs_ill	34	34	34	34	34	34	31	34	34	34	34	34	34	32	33	33	33	33	33	33	30
ec_ill	21	21	21	21	21	21	19	21	21	21	21	21	21	19	21	21	21	21	21	21	19
ef_ill	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lf_ill	74	73	76	78	80	79	77	74	73	74	81	75	82	75	74	75	74	79	74	80	78
lm_ill	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
pa_ill	8	6	6	6	6	6	10	8	6	6	6	6	6	9	8	6	6	6	6	6	10
sa_ill	14	14	14	14	14	14	13	14	14	14	14	14	14	13	14	14	14	14	14	14	14
se_ill	15	15	15	15	15	15	19	15	16	15	15	15	15	18	15	16	15	15	15	15	19
