Assemblies  r10_1bin_v3_1_MP  r10_1bin_v3_1_MP_helen  r10_1bin_v3_1_r1_medaka  r10_1bin_v3_1_r2_medaka  r10_1bin_v3_1_racon_r1  r10_1bin_v3_1_racon_r2  r10_1bin_v3_1_raw  r10_1bin_v3_2_MP  r10_1bin_v3_2_MP_helen  r10_1bin_v3_2_r1_medaka  r10_1bin_v3_2_r2_medaka  r10_1bin_v3_2_racon_r1  r10_1bin_v3_2_racon_r2  r10_1bin_v3_2_raw  r10_1bin_v3_3_MP  r10_1bin_v3_3_MP_helen  r10_1bin_v3_3_r1_medaka  r10_1bin_v3_3_r2_medaka  r10_1bin_v3_3_racon_r1  r10_1bin_v3_3_racon_r2  r10_1bin_v3_3_raw
bs_ill      11.29             11.27                   10.29                    10.36                    22.61                   20.77                   101.52             11.06             10.99                   17.21                    16.71                    24.04                   20.60                   105.51             11.01             11.21                   17.34                    16.94                    23.81                   21.80                   105.53           
ec_ill      20.55             16.83                   15.78                    15.22                    40.31                   36.86                   238.99             20.63             18.39                   21.34                    20.89                    39.37                   36.65                   236.66             20.38             17.98                   21.70                    20.93                    39.84                   36.31                   236.81           
ef_ill      15.68             15.61                   13.94                    13.52                    21.79                   19.51                   126.20             16.00             15.61                   19.55                    18.52                    23.10                   22.92                   127.65             15.97             15.54                   19.41                    19.05                    21.39                   22.92                   127.16           
lf_ill      11.20             10.99                   15.96                    13.81                    58.54                   52.15                   353.56             12.25             12.30                   24.22                    23.78                    57.71                   53.67                   348.87             13.19             18.42                   25.28                    22.68                    61.55                   55.79                   386.63           
lm_ill      22.08             22.38                   22.38                    21.54                    31.92                   29.72                   116.05             21.30             21.71                   26.27                    25.60                    31.89                   29.62                   115.61             21.30             21.78                   26.17                    25.36                    33.54                   29.45                   115.78           
pa_ill      5.71              3.41                    3.68                     3.60                     14.97                   14.31                   97.14              5.49              5.13                    6.56                     6.38                     15.49                   14.21                   96.85              5.48              5.13                    6.28                     6.46                     15.16                   14.25                   96.80            
sa_ill      110.54            43.60                   76.44                    77.74                    110.36                  115.03                  160.01             112.30            42.51                   107.63                   106.77                   113.05                  112.26                  164.98             112.38            42.66                   107.74                   107.18                   113.31                  113.23                  164.94           
se_ill      21.11             15.22                   11.16                    11.22                    40.50                   37.17                   224.45             21.15             16.26                   23.00                    22.81                    39.52                   37.20                   224.32             20.87             15.96                   23.30                    22.96                    39.69                   36.90                   225.45           
