Assemblies	MP_helen_r10_1	MP_helen_r10_2	MP_helen_r10_3	MP_r10_1	MP_r10_2	MP_r10_3	r1_medaka_r10_1	r1_medaka_r10_2	r1_medaka_r10_3	r2_medaka_r10_1	r2_medaka_r10_2	r2_medaka_r10_3	racon_r1_r10_1	racon_r1_r10_2	racon_r1_r10_3	racon_r2_r10_1	racon_r2_r10_2	racon_r2_r10_3	raw_r10_1	raw_r10_2	raw_r10_3
bs_ill	4095983	4096076	4095955	4097485	4097393	4097281	4096471	4096152	4096578	4096794	4096673	4096537	4096687	4097286	4097412	4096843	4097026	4096711	4060916	4061012	4061482
ec_ill	5028232	5027143	5031914	5025305	5027153	5027154	5029385	5031101	5029109	5029774	5033335	5028963	5025617	5032474	5024723	5031169	5032885	5029695	4941665	4947237	4958552
ef_ill	2972248	2972326	2971759	2971428	2971769	2971655	2972343	2972002	2972767	2973106	2972561	2972881	2967781	2967700	2969422	2972067	2971674	2971254	2907588	2908962	2907645
lf_ill	1986914	1983807	1986952	1988052	1986237	1988553	1985686	1980360	1986471	1978775	1968538	1982335	1974953	1973821	1979586	1975731	1971091	1976151	1948623	1951544	1951445
lm_ill	3118956	3119784	3118879	3116475	3117614	3117409	3118251	3118904	3118353	3118626	3117778	3118534	3116908	3118338	3118484	3116421	3118514	3116744	3056997	3059397	3058091
pa_ill	6814547	6814676	6814676	6815163	6815377	6815186	6815066	6815387	6815375	6815058	6815462	6815066	6814582	6814710	6814335	6814005	6814128	6814301	6769497	6770239	6769580
sa_ill	2795142	2796156	2796198	2797046	2797859	2798057	2796935	2796696	2796710	2796585	2797486	2797937	2795042	2794696	2794946	2797548	2795686	2795846	2738321	2740011	2740146
se_ill	5034116	5031980	5032709	5032903	5036222	5032704	5032930	5034985	5034485	5029542	5031803	5031548	5033748	5036205	5034488	5034385	5035048	5032238	4951170	4957070	4956698
