Assemblies	MP_helen_r10_1	MP_helen_r10_2	MP_helen_r10_3	MP_r10_1	MP_r10_2	MP_r10_3	r1_medaka_r10_1	r1_medaka_r10_2	r1_medaka_r10_3	r2_medaka_r10_1	r2_medaka_r10_2	r2_medaka_r10_3	racon_r1_r10_1	racon_r1_r10_2	racon_r1_r10_3	racon_r2_r10_1	racon_r2_r10_2	racon_r2_r10_3	raw_r10_1	raw_r10_2	raw_r10_3
bs_ill	33	34	33	33	34	33	33	34	33	33	34	33	33	34	33	33	34	33	30	31	31
ec_ill	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	19	19	19
ef_ill	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lf_ill	75	73	75	74	74	74	74	76	74	74	82	75	74	76	74	77	83	79	76	75	76
lm_ill	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
pa_ill	6	6	6	8	8	8	6	6	6	6	6	6	6	6	6	6	6	6	10	10	10
sa_ill	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13
se_ill	16	15	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	18	19	19
