Assemblies	MP_helen_r10_1	MP_helen_r10_2	MP_helen_r10_3	MP_r10_1	MP_r10_2	MP_r10_3	r1_medaka_r10_1	r1_medaka_r10_2	r1_medaka_r10_3	r2_medaka_r10_1	r2_medaka_r10_2	r2_medaka_r10_3	racon_r1_r10_1	racon_r1_r10_2	racon_r1_r10_3	racon_r2_r10_1	racon_r2_r10_2	racon_r2_r10_3	raw_r10_1	raw_r10_2	raw_r10_3
bs_ill	4045616	4045633	4045623	4045594	4045600	4045599	4045600	4045603	4045599	4045597	4045604	4045600	4045299	4045286	4045284	4045354	4045343	4045342	4043031	4042943	4042477
ec_ill	4765293	4765903	4765296	4765362	4766035	4765940	4765290	4765413	4765355	4765312	4765387	4765372	4764581	4764920	4764661	4764695	4764766	4764706	4763429	4763874	4763424
ef_ill	2845381	2845365	2845381	2845424	2845426	2845425	2845435	2845435	2845432	2845432	2845433	2845433	2845317	2845303	2845316	2845298	2845330	2845342	2843358	2843843	2843366
lf_ill	1947899	1945703	1947905	1948632	1947378	1948619	1948337	1945464	1948309	1942334	1933725	1945619	1938546	1934980	1939919	1935799	1927743	1936941	1947584	1945502	1947491
lm_ill	2992057	2992066	2992057	2992056	2992083	2992056	2992047	2992072	2992048	2992047	2992073	2992046	2991930	2991945	2991935	2991941	2991986	2991949	2990626	2990624	2990626
pa_ill	6792182	6792182	6792182	6792248	6792248	6792248	6792245	6792245	6792245	6792246	6792246	6792246	6791651	6791651	6791651	6791761	6791761	6791761	6788581	6788581	6788581
sa_ill	2718048	2718042	2718049	2719899	2719883	2719892	2719529	2719566	2719547	2719538	2719579	2719575	2720266	2720345	2720243	2720247	2720315	2720337	2718430	2718436	2718434
se_ill	4757850	4758004	4757772	4758987	4759001	4758968	4758591	4758589	4758585	4758094	4758113	4758100	4757969	4758019	4757945	4757915	4757917	4757899	4756101	4755953	4755682
