Assemblies	MP_helen_r10_1	MP_helen_r10_2	MP_helen_r10_3	MP_r10_1	MP_r10_2	MP_r10_3	r1_medaka_r10_1	r1_medaka_r10_2	r1_medaka_r10_3	r2_medaka_r10_1	r2_medaka_r10_2	r2_medaka_r10_3	racon_r1_r10_1	racon_r1_r10_2	racon_r1_r10_3	racon_r2_r10_1	racon_r2_r10_2	racon_r2_r10_3	raw_r10_1	raw_r10_2	raw_r10_3
bs_ill	95.52	96.09	95.97	97.77	98.05	97.93	96.19	96.04	97.30	96.87	97.57	97.00	98.15	99.81	100.16	98.23	99.55	97.98	85.26	85.21	86.50
ec_ill	438.57	432.65	438.86	435.36	436.13	437.42	442.21	442.87	438.49	442.63	442.54	438.25	439.38	451.64	434.70	452.13	452.32	445.58	484.30	484.19	503.74
ef_ill	249.18	249.89	247.34	248.12	248.68	248.22	249.68	248.72	250.99	251.88	250.78	251.88	234.03	234.60	240.45	250.03	248.76	247.94	152.00	151.55	149.73
lf_ill	263.62	265.43	263.90	263.37	267.75	266.64	307.99	290.85	305.19	281.72	280.48	289.14	266.57	270.83	270.63	270.19	269.54	264.74	372.17	373.09	382.94
lm_ill	236.32	236.19	236.02	229.63	230.38	231.99	232.16	231.73	232.81	233.65	227.70	233.58	229.39	231.46	234.80	228.88	231.39	228.61	145.71	146.86	145.67
pa_ill	55.23	55.41	55.41	58.12	58.40	58.12	55.34	55.75	55.74	55.32	55.81	55.32	58.36	58.27	57.72	56.99	57.14	57.42	64.72	65.88	64.69
sa_ill	251.63	256.82	256.89	282.41	287.67	287.71	284.46	283.34	283.34	283.68	288.27	289.88	289.62	284.35	284.12	297.72	288.94	290.36	246.68	249.29	250.26
se_ill	411.43	403.99	407.24	409.99	415.45	409.20	406.61	410.11	409.56	405.50	409.73	409.67	415.19	420.10	415.85	416.79	417.11	412.48	460.72	467.60	468.34
