Assemblies	MP_helen_r10_1	MP_helen_r10_2	MP_helen_r10_3	MP_r10_1	MP_r10_2	MP_r10_3	r1_medaka_r10_1	r1_medaka_r10_2	r1_medaka_r10_3	r2_medaka_r10_1	r2_medaka_r10_2	r2_medaka_r10_3	racon_r1_r10_1	racon_r1_r10_2	racon_r1_r10_3	racon_r2_r10_1	racon_r2_r10_2	racon_r2_r10_3	raw_r10_1	raw_r10_2	raw_r10_3
bs_ill	788614	788687	788686	788615	788681	788681	788617	788690	788691	788616	788689	788690	788547	788633	788619	788549	788636	788646	788053	788154	788151
ec_ill	1414788	1409105	1408813	1414847	1409411	1408886	1414826	1408941	1408883	1414828	1408918	1408887	1414644	1408924	1408712	1414640	1408775	1408698	1102167	1311196	1104870
ef_ill	2594042	2594005	2594042	2594071	2594073	2594072	2594080	2594080	2594077	2594077	2594078	2594078	2593978	2593970	2593977	2593960	2593995	2594002	2589370	2589961	2589447
lf_ill	177187	177211	177186	177188	177208	177188	177182	173119	177183	177184	177198	174104	176931	173003	176990	176969	176979	174000	176965	177003	176965
lm_ill	2719483	1569029	2719483	2719482	1569036	2719482	2719473	1569031	2719474	2719473	1569033	2719472	2719362	1568971	2719367	2719393	1569000	2719396	2718083	1568343	2718129
pa_ill	2052185	2052185	2052185	1643840	1643840	1643840	2052214	2052214	2052214	2052214	2052214	2052214	2052074	2052074	2052074	2052082	2052082	2052082	2098630	2098630	2098630
sa_ill	948267	948395	948269	948955	948956	948953	948823	948881	948867	948835	948843	948868	949077	949302	949102	949216	949124	949250	1350628	1350628	1350628
se_ill	1342442	1342439	1342445	1342514	1342526	1342523	1342474	1342473	1342470	1342473	1342472	1342473	1342280	1342309	1342278	1342298	1342314	1342322	1341458	1341467	1341035
